,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,target,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
70244,70244,5500,0.1033,178.33,MORTGAGE,55000,Source Verified,low_risk,n,12.66,0,0,13,0,5921,18,w,3851.59,3851.59,2136.8,2136.8,1648.41,488.39,0,0,0,178.33,0,1,Individual,0,0,176276,1,1,0,1,20,9677,69,3,9,1701,46,19900,5,0,1,13,13560,9049,27,0,0,47,29,6,6,2,7,10,0,3,5,6,7,4,10,11,5,13,0,0,0,5,100,0,0,0,196043,15743,12400,13937,N,N
39522,39522,16800,0.2305,650.77,MORTGAGE,85000,Not Verified,low_risk,n,29.14,0,0,17,0,16928,31,w,15822.39,15822.39,4507.13,4507.13,977.61,3529.52,0,0,0,650.77,0,1,Individual,0,0,88166,7,6,8,8,1,71238,99,0,2,5240,87,29700,4,14,3,11,5186,9488,56.3,0,0,135,194,18,1,1,19,3,0,8,10,9,10,15,11,13,10,17,0,0,0,8,100,22.2,0,0,101881,88166,21700,72181,N,N
51558,51558,15950,0.1308,363.57,MORTGAGE,56000,Not Verified,low_risk,n,30.82,1,1,13,0,17289,20,w,13531.86,13531.86,4351.25,4351.25,2418.14,1933.11,0,0,0,363.57,0,1,Individual,0,0,168692,1,2,0,1,16,19781,47,1,1,4550,51,30300,1,0,1,2,12976,8743,56.9,0,0,133,194,4,4,1,74,4,0,5,10,5,6,6,10,13,10,13,0,0,0,1,89.5,20,0,0,217079,37070,20300,42442,N,N
8006,8006,29450,0.1102,640.61,RENT,76542,Not Verified,low_risk,n,15.49,1,0,14,0,8303,20,w,25591.62,25591.62,6370.04,6370.04,3858.38,2511.66,0,0,0,640.61,0,1,Individual,0,0,41093,0,2,1,3,11,32194,79,0,0,3618,49,41700,1,0,3,3,2935,30497,21.4,0,0,85,85,36,11,0,36,1,1,6,6,9,10,6,11,13,6,14,0,0,1,1,95,0,0,0,83331,41093,38800,41035,N,N
71830,71830,24000,0.2565,713.61,MORTGAGE,130000,Not Verified,low_risk,n,34.6,0,0,13,1,39707,42,w,21288.51,21288.51,8529.12,8529.12,2711.49,5817.63,0,0,0,713.61,0,1,Individual,0,0,320528,2,5,3,6,6,111290,53,1,4,4631,63,53600,2,13,1,11,24656,9544,34.6,0,0,145,302,6,6,2,6,12,0,2,4,4,6,25,7,14,4,13,0,0,0,4,100,25,1,0,372215,150997,14600,145415,N,N
49958,49958,5000,0.0881,158.56,RENT,43000,Not Verified,low_risk,n,19.15,0,1,10,0,5136,15,w,3477.26,3477.26,1900.27,1900.27,1522.74,377.53,0,0,0,158.56,0,1,Individual,0,0,22646,2,1,0,1,20,17510,79,5,5,1327,55,19100,5,3,3,6,2265,10056,27.1,0,0,55,75,4,4,0,4,4,0,7,9,7,8,3,9,12,9,10,0,0,0,5,100,0,0,0,41402,22646,13800,22302,N,N
52318,52318,25475,0.0756,793.14,RENT,200000,Source Verified,low_risk,n,11.07,0,0,16,0,27373,23,w,0,0,25948.65,25948.65,25475,473.65,0,0,0,24373.07,0,1,Individual,0,0,566695,1,3,1,1,12,68232,68,0,2,10997,46,79000,2,1,3,5,40478,47498,35.6,0,0,162,159,15,5,5,26,5,0,6,8,7,7,4,11,13,8,16,0,0,0,2,100,0,0,0,635540,95605,73700,75667,N,N
26501,26501,8375,0.0646,256.54,MORTGAGE,48000,Not Verified,low_risk,n,14.23,0,0,9,0,8174,16,w,5985.37,5985.37,2818.93,2818.93,2389.63,429.3,0,0,0,256.54,0,1,Individual,0,0,212085,0,1,1,1,12,7842,71,1,2,5041,31,40600,1,5,1,3,26511,24476,23.3,0,0,170,153,8,8,1,8,12,0,4,5,6,7,5,7,10,5,9,0,0,0,2,92.9,0,0,0,257796,16016,31900,11000,N,N
34160,34160,15000,0.1695,372.39,ANY,120000,Source Verified,low_risk,n,25.6,1,0,11,0,7651,25,w,13104.2,13104.2,4060.98,4060.98,1895.8,2165.18,0,0,0,372.39,0,1,Individual,0,344,178170,0,2,1,2,7,55690,56,1,2,4495,36,39600,5,0,4,4,16197,30049,20.3,0,0,169,287,11,7,4,11,2,7,3,3,5,6,9,7,12,3,11,0,0,0,2,56,40,0,0,359606,63341,37700,73006,N,N
72735,72735,20000,0.1171,661.52,RENT,36400,Not Verified,low_risk,n,30.73,0,0,7,0,6345,7,w,15524.47,15524.47,6602.19,6602.19,4475.53,2126.66,0,0,0,661.52,0,1,Joint App,0,0,25442,0,2,0,2,15,19097,77,0,1,3165,70,11600,4,0,0,3,3635,5255,54.7,0,0,19,69,22,15,0,22,15,0,4,4,5,5,2,5,5,4,7,0,0,0,0,100,20,0,0,36397,25442,11600,24797,N,N
72899,72899,8500,0.0756,264.64,RENT,53768,Not Verified,low_risk,n,10.45,0,1,6,0,8247,8,w,5894.49,5894.49,3172.11,3172.11,2605.51,566.6,0,0,0,264.64,0,1,Individual,0,0,18133,0,1,0,1,14,9886,87,1,2,4536,76,12400,0,0,1,3,3022,2153,79.3,0,0,45,175,12,12,0,12,2,1,4,4,4,4,2,5,6,4,6,0,0,0,1,85.7,75,0,0,23800,18133,10400,11400,N,N
33862,33862,40000,0.124,897.89,MORTGAGE,113036,Verified,low_risk,n,16.88,6,3,11,0,27756,40,w,34385.77,34385.77,9807.9,9807.9,5614.23,4193.67,0,0,0,897.89,0,1,Individual,0,0,117873,0,2,0,0,29,25118,71,1,3,11064,54,63000,0,5,3,3,10716,20594,46.5,0,0,175,328,8,8,2,25,0,0,3,6,4,17,6,8,32,6,11,0,0,1,1,85,0,0,0,219100,52874,38500,35600,N,N
28152,28152,35000,0.1695,868.9,MORTGAGE,102500,Not Verified,low_risk,n,13.8,0,0,6,1,27703,20,w,31007.5,31007.5,8623.08,8623.08,3992.5,4630.58,0,0,0,0,0,1,Individual,0,0,441114,2,2,1,2,4,15988,59,0,1,17615,75,31200,0,0,1,4,73519,636,97.4,0,0,162,142,15,4,1,15,7,0,2,3,2,6,9,3,10,3,6,0,0,0,2,100,100,1,0,456874,43691,24500,26967,Y,N
26387,26387,10625,0.0881,336.94,OWN,109000,Not Verified,low_risk,n,21.24,0,0,12,0,6303,26,w,7669.82,7669.82,3701.14,3701.14,2955.18,745.96,0,0,0,336.94,0,1,Individual,0,214,46370,5,3,0,2,16,30240,56,5,6,3723,53,21600,1,0,0,9,3864,397,91.7,0,0,152,357,2,2,5,19,16,1,2,6,2,4,8,8,12,6,12,0,0,0,5,76.9,100,0,0,88107,46370,4800,54477,N,N
3063,3063,16000,0.0702,494.18,OWN,40000,Verified,low_risk,n,16.5,0,0,8,0,257,12,w,14780.22,14780.22,2157.68,2157.68,1219.78,937.9,0,0,0,494.18,0,1,Individual,0,0,10462,0,2,2,3,7,10205,64,0,0,0,33,16000,1,0,1,3,1308,9900,0,0,0,41,205,35,7,0,40,7,0,0,1,3,4,4,6,8,1,8,0,0,0,2,100,0,0,0,32000,10462,9900,16000,N,N
30146,30146,20000,0.0646,612.62,OWN,120000,Not Verified,low_risk,n,19.25,0,0,12,0,24676,18,w,14293.56,14293.56,6731.64,6731.64,5706.44,1025.2,0,0,0,612.62,0,1,Individual,0,0,293317,0,3,1,1,8,12224,24,0,0,8995,28,79200,1,0,2,1,24443,48024,33.9,0,0,35,105,47,8,1,47,8,0,6,6,7,8,4,8,11,6,12,0,0,0,1,100,14.3,0,0,400475,36900,72700,51000,N,N
67718,67718,13000,0.1612,316.97,RENT,60000,Source Verified,low_risk,n,15.36,0,1,15,0,12095,26,w,10046.89,10046.89,4746.42,4746.42,2953.11,1793.31,0,0,0,316.97,0,1,Individual,0,0,95538,3,11,1,1,5,83443,114,2,2,9621,88,35300,1,0,1,3,6369,23205,34.3,0,0,175,168,5,5,0,5,5,1,3,3,4,4,21,4,4,3,15,0,0,0,3,95.7,50,0,0,108688,95538,35300,73388,N,N
42386,42386,18000,0.0819,565.64,MORTGAGE,120000,Source Verified,low_risk,n,11.01,0,0,11,0,19081,15,w,14199.67,14199.67,5082.57,5082.57,3800.33,1282.24,0,0,0,565.64,0,1,Joint App,0,0,470987,0,1,0,1,13,11496,72,0,1,4447,56,38200,1,0,1,3,42817,12634,59.8,0,0,13,124,24,13,2,24,7,0,6,7,8,11,1,9,12,7,11,0,0,0,0,100,50,0,0,509989,30577,31400,16000,N,N
14355,14355,23500,0.0881,485.66,MORTGAGE,141800,Source Verified,low_risk,n,19.03,0,0,12,1,33742,17,w,20263.19,20263.19,4833.6,4833.6,3236.81,1596.79,0,0,0,485.66,0,1,Individual,0,0,98792,0,6,1,1,7,65050,62,0,0,12438,75,40700,2,4,3,1,8981,747,97.1,0,0,159,285,46,7,0,46,7,0,3,5,4,4,11,6,6,5,12,0,0,0,1,88.2,100,1,0,117967,98792,25700,77267,N,N
4013,4013,9000,0.288,376.18,MORTGAGE,45000,Not Verified,low_risk,n,13.84,2,2,5,0,58,23,w,0,0,9906.72,9906.72,9000,906.72,0,0,0,8806.98,0,1,Joint App,0,0,342233,1,0,0,2,14,17295,72,0,1,58,67,1700,6,1,4,4,68447,942,5.8,0,0,128,109,14,6,2,14,2,1,1,1,2,3,14,3,7,1,5,0,0,0,1,73.9,0,0,0,352839,17353,1000,24139,N,N
62117,62117,7850,0.0646,240.46,MORTGAGE,81000,Not Verified,low_risk,n,15.14,0,0,9,1,11742,15,w,5399.89,5399.89,2878.48,2878.48,2450.11,428.37,0,0,0,240.46,0,1,Individual,0,0,368306,0,2,0,1,21,21036,46,0,2,10302,33,54600,4,0,0,3,40923,42858,21.5,0,0,94,186,14,14,2,14,16,0,3,3,6,8,3,6,10,3,9,0,0,0,0,100,0,1,0,463093,32778,54600,46168,N,N
64044,64044,31900,0.1102,1044.67,RENT,165000,Not Verified,low_risk,n,9.24,0,4,24,0,28020,28,w,21268.38,21268.38,13559.22,13559.22,10631.62,2927.6,0,0,0,1044.67,0,1,Individual,0,0,42772,5,1,1,2,6,14752,49,4,8,10426,27,129200,2,0,6,11,1944,89150,23.6,0,0,16,288,0,0,0,0,0,0,5,6,18,19,2,22,24,6,24,0,0,0,5,100,12.5,0,0,161228,42772,116700,30000,N,N
74685,74685,14500,0.0756,451.44,RENT,70000,Source Verified,low_risk,n,14.28,0,0,15,1,15490,25,w,10026,10026,5405.1,5405.1,4474,931.1,0,0,0,451.44,0,1,Individual,0,0,17569,2,1,0,0,33,2079,15,4,4,4285,24,59700,0,0,1,4,1171,25146,36.3,0,0,153,138,4,4,0,4,8,0,6,8,7,8,7,14,18,8,15,0,0,0,4,100,0,1,0,73215,17569,39500,13515,N,N
18525,18525,31725,0.1308,723.15,MORTGAGE,95000,Source Verified,low_risk,n,23.07,0,0,23,0,18242,63,w,0,0,34948.93,34948.93,31725,3223.93,0,0,0,29186.78,0,1,Individual,0,0,174805,3,4,2,4,2,85828,89,1,3,5223,61,75500,2,0,0,7,7600,37022,14.3,0,0,162,186,4,2,2,18,18,0,4,9,10,11,36,18,25,9,23,0,0,0,3,100,10,0,0,288568,104070,43200,96233,N,N
76992,76992,21275,0.2305,824.11,RENT,100000,Source Verified,low_risk,n,8.83,0,0,13,0,9278,21,w,15727.66,15727.66,9834.83,9834.83,5547.34,4287.49,0,0,0,824.11,0,1,Individual,0,53,15495,0,1,0,0,25,6217,33,2,9,6364,21,54900,0,0,2,9,1192,42622,17.9,0,0,145,282,9,9,0,9,1,1,4,4,11,15,3,12,18,4,13,0,0,0,2,95,9.1,0,0,73551,15495,51900,18651,N,N
50023,50023,19250,0.2565,772.01,RENT,70000,Verified,low_risk,n,21.64,0,1,16,0,26047,20,w,0,0,20080.07,20080.07,19250,830.07,0,0,0,1.89,0,1,Individual,0,0,49946,1,4,2,3,4,23899,83,0,6,10385,56,60300,1,0,2,9,3122,33713,41.8,0,0,133,77,16,4,0,16,0,0,7,8,11,12,7,12,13,8,16,0,0,0,2,100,36.4,0,0,89217,49946,57900,28917,N,N
43830,43830,9000,0.1524,215.25,MORTGAGE,110000,Not Verified,low_risk,n,14.61,0,2,26,1,8107,48,w,4854.83,4854.83,5136.62,5136.62,4145.17,991.45,0,0,0,415.25,0,1,Individual,0,150,322508,6,3,1,5,1,58063,86,7,12,1129,38,105000,5,5,4,18,12404,34820,5.4,0,0,246,312,3,1,2,3,2,0,3,7,8,13,13,22,33,7,26,0,0,0,8,100,0,1,0,436729,66170,36800,67179,N,N
55516,55516,6600,0.1524,229.57,MORTGAGE,54000,Source Verified,low_risk,n,8.02,1,0,8,1,6657,23,w,0,0,6746.54,6746.54,6600,146.54,0,0,0,6752.13,0,1,Individual,0,0,194106,0,1,1,3,7,5046,96,2,2,6657,31,32000,3,1,3,7,24263,8643,43.5,0,0,154,110,7,7,3,7,2,0,1,1,2,4,10,6,10,1,8,0,0,0,5,95.7,0,1,0,221502,11703,15300,5263,N,N
41861,41861,11000,0.0756,342.48,OWN,58000,Not Verified,low_risk,n,15.5,0,0,10,0,14292,14,w,7898.55,7898.55,3758.04,3758.04,3101.45,656.59,0,0,0,342.48,0,1,Individual,0,0,21152,0,1,0,1,14,6860,69,2,2,4987,36,48400,2,0,1,3,2350,18444,35.3,0,0,112,125,11,11,0,11,12,0,3,7,4,4,3,9,11,7,10,0,0,0,2,100,0,0,0,58400,21152,28500,10000,N,N
38579,38579,5500,0.0881,174.42,MORTGAGE,40000,Not Verified,low_risk,n,29.43,0,0,13,0,4914,17,w,3978.91,3978.91,1915.93,1915.93,1521.09,394.84,0,0,0,174.42,0,1,Individual,0,2118,126484,0,3,0,1,18,8648,27,0,2,2041,25,22200,1,0,0,3,9730,5045,42.7,0,0,126,265,15,15,1,40,15,0,2,7,3,6,4,9,12,7,13,0,0,0,0,100,0,0,0,171969,13562,8800,32093,N,N
36665,36665,4000,0.1033,129.69,RENT,61000,Not Verified,low_risk,n,35.1,0,0,18,0,11679,32,f,2905.89,2905.89,1424.29,1424.29,1094.11,330.18,0,0,0,129.69,0,1,Individual,0,0,62787,1,4,2,3,5,51108,83,0,1,5045,49,47700,2,1,1,4,3488,30836,27.1,0,0,103,134,20,5,0,20,10,0,8,9,10,16,9,14,23,9,18,0,0,0,2,100,0,0,0,116115,62787,42300,68415,N,N
45559,45559,5000,0.2055,187.23,MORTGAGE,35000,Source Verified,low_risk,n,20.71,2,1,13,1,4926,21,w,3832.29,3832.29,2053.82,2053.82,1167.71,886.11,0,0,0,187.23,0,1,Individual,0,0,14472,1,1,2,2,3,9546,96,0,2,1189,23,53900,2,0,2,4,1113,27287,9.3,0,0,186,90,19,3,0,19,3,0,3,6,5,8,5,12,16,6,13,0,0,0,2,90.5,0,1,0,63900,14472,30100,10000,N,N
72663,72663,1800,0.1524,62.61,MORTGAGE,36000,Source Verified,low_risk,n,17.47,0,0,4,0,5273,6,w,1288.23,1288.23,749.8,749.8,511.77,238.03,0,0,0,62.61,0,1,Individual,0,671,72564,0,1,0,1,20,5095,54,1,1,1945,43,15000,0,0,2,3,18141,3055,38.9,0,0,161,46,9,9,1,46,11,0,1,2,1,1,3,2,2,2,4,0,0,0,2,100,0,0,0,87443,10368,5000,9393,N,N
63343,63343,6000,0.0819,188.55,MORTGAGE,180000,Not Verified,low_risk,n,5.55,0,2,9,0,1788,19,w,0,0,6274.25,6274.25,6000,274.25,0,0,0,5334.23,0,1,Individual,0,1005,41871,3,2,2,3,4,40083,93,1,3,626,27,14800,4,3,2,6,4652,9248,7.5,0,0,96,141,6,4,0,19,4,6,2,4,4,8,5,7,14,4,9,0,0,0,3,66.7,0,0,0,56199,41871,10000,41399,N,N
17414,17414,14700,0.0881,466.16,MORTGAGE,564000,Verified,low_risk,n,9.64,0,1,15,0,120120,30,w,8927.97,8927.97,6654.41,6654.41,5772.03,882.38,0,0,0,466.16,0,1,Individual,0,0,515543,2,6,2,4,5,147996,71,1,1,21048,71,149400,1,7,1,5,34370,21792,67.8,0,0,163,238,3,3,3,3,3,0,4,7,4,5,16,7,11,7,15,0,0,0,3,100,25,0,0,624106,268116,67700,182206,N,N
56410,56410,12000,0.2055,321.62,RENT,60000,Not Verified,low_risk,n,16.66,1,0,10,1,6391,25,w,11066.42,11066.42,3202.5,3202.5,933.58,2268.92,0,0,0,321.62,0,1,Individual,0,0,28003,0,2,1,1,12,21612,83,0,2,1423,78,10100,2,2,3,3,2800,1216,69.6,0,0,123,187,16,12,1,27,2,0,2,6,2,7,6,8,18,6,10,0,0,0,1,90.5,50,1,0,36104,28003,4000,26004,N,N
18202,18202,32000,0.1102,696.08,MORTGAGE,90000,Source Verified,low_risk,n,30.37,0,1,25,0,6321,33,w,27807.52,27807.52,6941.21,6941.21,4192.48,2748.73,0,0,0,696.08,0,1,Individual,0,0,298895,2,12,2,5,6,95097,82,1,2,3711,53,76000,2,1,6,8,11956,64070,8.5,0,0,87,84,11,4,3,11,5,0,6,7,10,11,16,12,14,7,25,0,0,0,4,100,0,0,0,391450,101418,70000,116250,N,N
3139,3139,29775,0.1774,751.89,MORTGAGE,58000,Source Verified,low_risk,n,33.13,0,1,14,0,49439,18,w,26460.51,26460.51,7560.21,7560.21,3314.49,4245.72,0,0,0,751.89,0,1,Individual,0,0,190418,1,1,0,0,28,5090,28,2,3,13316,53,85600,0,0,2,4,13601,26924,63.4,0,0,48,160,6,6,1,6,4,0,9,10,9,11,2,12,15,10,14,0,0,0,2,100,33.3,0,0,243600,54529,73500,18000,N,N
51587,51587,19125,0.1171,632.58,RENT,60000,Not Verified,low_risk,n,35.26,0,0,12,0,21980,24,w,13462.97,13462.97,7578.52,7578.52,5662.03,1916.49,0,0,0,632.58,0,1,Individual,0,0,54519,1,7,0,1,19,32539,55,1,1,9875,63,27300,1,2,0,2,4543,3412,86.5,0,0,150,254,4,4,0,4,19,0,3,4,4,5,13,5,9,4,12,0,0,0,1,95.8,50,0,0,86537,54519,25300,59237,N,N
199,199,25600,0.1102,556.87,MORTGAGE,185000,Source Verified,low_risk,n,9.67,0,1,13,0,16485,27,w,22595.32,22595.32,4996.16,4996.16,3004.68,1991.48,0,0,0,0,0,1,Individual,0,0,277528,1,2,2,3,3,56607,79,0,1,8529,33,63600,0,6,2,4,30836,47115,25.9,0,0,126,220,16,3,4,16,1,0,4,4,10,16,6,10,17,4,13,0,0,0,2,96.3,16.7,0,0,336635,73092,63600,58984,N,N
33368,33368,11000,0.0702,339.75,MORTGAGE,90000,Source Verified,low_risk,n,13.33,0,0,15,0,11353,21,w,7880.42,7880.42,3732.96,3732.96,3119.58,613.38,0,0,0,339.75,0,1,Individual,0,1075,91469,1,2,0,2,13,15847,71,1,2,3308,41,43500,0,0,0,4,6098,31147,26.7,0,0,139,99,4,4,2,4,13,0,10,10,11,11,7,12,12,10,15,0,0,0,1,100,9.1,0,0,134615,27200,42500,22383,N,N
2416,2416,5300,0.1102,173.57,RENT,61000,Source Verified,low_risk,n,27.74,0,1,11,0,898,16,w,1959.86,1959.86,3762.46,3762.46,3340.14,422.32,0,0,0,2347.14,0,1,Individual,0,1014,40194,1,4,1,3,8,39296,72,1,1,770,60,10400,2,0,3,4,4019,9502,8.6,0,0,127,91,2,2,0,2,2,3,3,3,5,5,9,6,6,3,11,0,0,0,2,81.3,0,0,0,66517,40194,10400,54782,N,N
69794,69794,8000,0.0646,245.05,MORTGAGE,98500,Not Verified,low_risk,n,6.84,0,0,11,1,1882,22,f,0,0,8092.31216,8092.31,8000,92.31,0,0,0,2226.03,0,1,Individual,0,0,233043,0,2,1,1,12,24545,55,0,1,0,24,65600,1,5,1,3,21186,16000,0,0,0,171,112,13,12,4,61,12,0,0,5,2,5,8,7,10,5,11,0,0,0,1,100,0,1,0,325983,26427,16000,44533,N,N
12221,12221,40000,0.0881,826.66,RENT,170000,Source Verified,low_risk,n,22.64,0,1,24,0,71917,40,w,34490.49,34490.49,8247.02,8247.02,5509.51,2737.51,0,0,0,826.66,0,1,Individual,0,0,330682,0,5,0,1,22,254146,106,1,1,19235,85,88500,1,2,2,2,14377,4386,90.1,0,0,192,258,9,9,2,9,3,0,8,15,10,10,10,18,27,15,24,0,0,0,1,100,77.8,0,0,331642,330682,44200,236454,N,N
57933,57933,3600,0.0756,112.09,OWN,39000,Not Verified,low_risk,n,27.73,0,0,14,0,14481,29,w,1999.33,1999.33,1825.57,1825.57,1600.67,224.9,0,0,0,494.09,0,1,Individual,0,0,26970,2,3,1,1,12,12489,66,2,5,7114,31,68500,2,0,2,6,1926,51261,21.9,0,0,310,242,1,1,0,1,3,0,5,6,9,16,6,11,23,6,14,0,0,0,3,96.6,0,0,0,87464,26970,65600,18964,N,N
39325,39325,14000,0.1102,458.48,OWN,40000,Source Verified,low_risk,n,29.73,0,2,13,0,6006,21,w,0,0,14381.66,14381.66,14000,381.66,0,0,0,13931.75,0,1,Individual,0,0,35489,1,4,1,3,6,29483,77,1,3,1922,61,19600,3,0,2,6,2730,7815,40.3,0,0,112,52,12,6,0,12,2,0,3,4,7,9,10,9,11,4,13,0,0,0,2,100,0,0,0,57779,35489,13100,38179,N,N
52391,52391,19000,0.1102,622.22,RENT,35000,Not Verified,low_risk,n,32.34,0,0,7,0,10776,10,w,13347.31,13347.31,7455.01,7455.01,5652.69,1802.32,0,0,0,622.22,0,1,Individual,0,0,23102,0,2,0,1,13,12326,39,0,2,5606,42,23600,1,0,0,3,3300,8124,53.6,0,0,80,147,16,13,0,16,13,0,3,4,3,5,3,5,7,4,7,0,0,0,0,100,0,0,0,55243,23102,17500,31643,N,N
24884,24884,6400,0.2055,239.65,RENT,26000,Not Verified,low_risk,n,32.59,0,0,6,0,6946,6,w,0,0,7412.26,7412.26,6400,1012.26,0,0,0,5262.72,0,1,Individual,0,0,14124,0,2,0,0,27,7178,34,0,1,2430,46,9700,0,0,0,1,2354,70,97.2,0,0,52,62,23,23,0,26,15,0,1,4,1,1,2,4,4,4,6,0,0,0,0,100,100,0,0,30590,14124,2500,20890,N,N
6599,6599,23000,0.0646,704.51,MORTGAGE,140000,Not Verified,low_risk,n,15.78,0,0,16,0,10953,36,w,17050.36,17050.36,7036.85,7036.85,5949.64,1087.21,0,0,0,704.51,0,1,Individual,0,0,684435,1,3,1,3,7,58814,76,1,2,7917,29,89200,1,0,3,6,48888,53133,15.7,0,0,174,212,10,6,8,10,7,0,3,4,5,10,12,10,16,4,16,0,0,0,3,100,0,0,0,801641,69767,63000,75246,N,N
63550,63550,12625,0.0756,393.07,MORTGAGE,165000,Not Verified,low_risk,n,22.26,0,1,13,0,13386,26,w,9552.08,9552.08,3925.4,3925.4,3072.92,852.48,0,0,0,393.07,0,1,Individual,0,0,248042,0,3,1,1,8,61071,85,0,0,3567,64,32700,1,0,2,1,20670,15613,44.4,0,0,163,243,42,8,3,42,0,0,4,6,4,6,8,7,13,6,13,0,0,0,1,88,0,0,0,357364,99278,28100,114220,N,N
43242,43242,15500,0.1774,391.41,RENT,123700,Source Verified,low_risk,n,23.6,0,0,11,0,42564,14,w,3439.1,3439.1,14290.23,14290.23,12060.9,2229.33,0,0,0,391.41,0,1,Individual,0,0,79743,1,2,1,1,7,37179,5,1,2,12368,58,50200,0,1,0,3,7249,4764,83.5,0,0,52,368,2,2,0,2,19,0,3,9,3,4,4,9,10,9,11,0,0,0,2,100,66.7,0,0,113475,79743,28800,63275,N,N
34352,34352,8500,0.143,291.75,RENT,70000,Source Verified,low_risk,n,28.96,0,0,9,0,15488,23,w,0,0,9470.42,9470.42,8500,970.42,0,0,0,6569.8,0,1,Individual,0,0,79440,0,4,1,3,12,63952,69,0,2,4258,77,16200,3,6,1,5,8827,342,92.6,0,0,131,146,20,12,0,142,12,0,1,5,1,2,15,5,8,5,9,0,0,0,1,95.7,100,0,0,89986,79440,4600,73786,N,N
62109,62109,17000,0.1308,387.5,MORTGAGE,110000,Source Verified,low_risk,n,16.42,0,1,19,1,13691,41,w,14422.72,14422.72,4619.12,4619.12,2577.28,2041.84,0,0,0,387.5,0,1,Individual,0,0,50618,3,3,2,3,4,36927,68,3,4,6284,37,83400,3,1,5,7,2664,64616,17.3,0,0,161,115,1,1,0,1,0,1,7,9,13,18,18,16,22,10,19,0,0,0,5,97.5,7.7,1,0,137856,50618,78100,54456,N,N
51889,51889,20000,0.2055,536.02,RENT,80000,Not Verified,low_risk,n,17.61,0,0,5,0,22339,7,w,0,0,21731.88,21731.88,20000,1731.88,0,0,0,19610.63,0,1,Individual,0,0,28918,0,2,0,1,17,6579,47,0,0,13536,79,22500,2,0,3,1,5784,254,98.5,0,0,42,100,41,17,0,41,7,0,2,3,2,2,4,3,3,3,5,0,0,0,0,100,100,0,0,36500,28918,17500,14000,N,N
17536,17536,10000,0.0756,311.34,RENT,35000,Source Verified,low_risk,n,27.91,0,0,9,0,9655,17,w,6596.46,6596.46,3920.54,3920.54,3403.54,517,0,0,0,311.34,0,1,Individual,0,0,24013,0,5,0,1,17,14358,45,0,1,9140,45,22100,0,0,1,2,2668,360,96.2,0,0,88,80,22,17,0,80,6,0,1,3,1,2,7,4,10,3,9,0,0,0,0,100,100,0,0,53741,24013,9500,31641,N,N
69351,69351,14000,0.1308,472.26,RENT,99000,Not Verified,low_risk,n,14.38,0,0,14,0,13479,43,w,9925.55,9925.55,5646.77,5646.77,4074.45,1572.32,0,0,0,472.26,0,1,Individual,0,0,383055,0,7,0,0,53,369576,101,1,1,9182,62,50000,1,0,0,1,27361,25521,34.6,0,0,154,106,10,10,0,10,17,0,4,4,5,5,34,7,9,4,14,0,0,0,1,97.6,0,0,0,319231,383055,39000,269231,N,N
61041,61041,21000,0.1171,694.6,RENT,55000,Verified,low_risk,n,31.66,1,0,10,1,6689,18,w,0,0,22831.87,22831.87,21000,1831.87,0,0,0,58.17,0,1,Joint App,0,0,109493,0,3,2,4,7,47511,86,0,2,5446,70,22800,8,1,8,6,10949,12602,31.9,0,0,128,187,15,7,2,46,7,0,2,4,2,3,6,6,10,4,10,0,0,0,2,94.4,0,1,0,139981,54200,18500,55213,N,N
24636,24636,20000,0.0819,407.35,MORTGAGE,100000,Verified,low_risk,n,20.05,0,0,9,0,35061,34,f,0,0,20235.12,20235.12,20000,235.12,0,0,0,20244.22,0,1,Joint App,0,0,661828,5,2,1,2,6,38753,90,2,2,15165,69,63500,1,7,2,6,73536,12235,55.3,0,0,123,231,2,2,6,4,6,0,1,3,2,10,11,5,17,3,9,0,0,0,5,100,50,0,0,722142,73814,27400,43074,N,N
