,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,target,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
63477,63477,9000,0.0702,277.98,RENT,60000,Not Verified,low_risk,n,18.46,0,2,21,0,8609,25,w,0,0,9221.383733,9221.38,9000,221.38,0,0,0,2029.63,0,1,Individual,0,0,80738,1,10,0,1,24,72129,106,3,5,7029,66,39700,0,0,2,6,3845,28391,24.1,0,0,67,178,3,3,0,12,3,0,4,4,8,11,10,11,15,4,21,0,0,0,3,100,12.5,0,0,122607,80738,37000,82907,N,N
22342,22342,16000,0.0819,325.88,MORTGAGE,140000,Source Verified,low_risk,n,13.41,0,1,26,0,33474,49,w,13533.5,13533.5,3570.12,3570.12,2466.5,1103.62,0,0,0,325.88,0,1,Individual,0,0,411329,3,3,0,2,17,84001,34,2,6,6244,38,87500,0,2,2,9,15820,31671,41.4,0,0,215,144,1,1,7,2,1,2,9,17,9,11,15,22,27,17,26,0,0,0,3,95.9,0,0,0,473066,117475,54000,91712,N,N
49700,49700,10400,0.1102,226.23,RENT,55000,Not Verified,low_risk,n,14.23,0,2,12,0,131,20,w,8903.38,8903.38,2482.16,2482.16,1496.62,985.54,0,0,0,0,0,1,Individual,0,0,17222,2,3,2,4,1,17091,79,0,2,131,39,22500,4,0,2,6,1435,18869,0.7,0,0,83,179,20,1,0,20,1,0,1,1,7,10,6,9,14,1,12,0,0,0,2,100,0,0,0,44269,17222,19000,21769,N,N
43357,43357,25525,0.1102,555.23,MORTGAGE,51051,Not Verified,low_risk,n,85.43,0,2,7,0,21565,21,w,21829.33,21829.33,6091.9,6091.9,3695.67,2396.23,0,0,0,555.23,0,1,Joint App,0,0,453955,4,4,3,4,3,98662,79,1,1,20605,81,26000,5,1,12,6,64851,2395,89.6,0,0,169,338,5,3,5,278,1,0,1,2,1,4,11,2,5,2,7,0,0,0,5,90.5,100,0,0,473013,120227,23000,111337,N,N
75161,75161,24100,0.0819,757.33,MORTGAGE,140000,Verified,low_risk,n,22.68,0,1,16,0,24058,64,w,16712.6,16712.6,9066.03,9066.03,7387.4,1678.63,0,0,0,757.33,0,1,Joint App,0,0,1032042,3,3,4,9,3,84478,98,0,1,9822,56,69800,5,3,9,11,64503,31179,24.1,0,0,175,158,15,3,9,15,3,0,2,3,4,6,28,11,27,3,16,0,0,0,5,95.3,0,0,0,1102390,108536,41100,88504,N,N
23587,23587,5500,0.0646,168.47,RENT,39000,Source Verified,low_risk,n,17.69,0,1,6,0,5645,16,w,3930.74,3930.74,1851.2,1851.2,1569.26,281.94,0,0,0,168.47,0,1,Individual,0,0,53422,1,2,0,2,20,47777,95,1,3,4114,92,7800,2,0,1,5,8904,1083,82,0,0,126,115,5,5,0,13,6,0,2,3,2,3,7,4,9,3,6,0,0,0,1,100,100,0,0,57862,53422,6000,50062,N,N
22487,22487,22875,0.1862,588.62,MORTGAGE,20800,Not Verified,low_risk,n,44.72,1,0,10,1,12739,25,w,20095.56,20095.56,6451.16,6451.16,2779.44,3671.72,0,0,0,588.62,0,1,Joint App,0,0,96367,0,1,0,2,23,11230,70,0,0,5172,46,35700,1,5,0,2,9637,5015,65.7,0,0,105,134,27,23,1,27,23,0,3,7,3,6,6,8,18,7,10,0,0,0,0,92,33.3,1,0,157635,23969,14600,16115,N,N
67303,67303,5000,0.1774,180.12,RENT,46072,Verified,low_risk,n,15.57,0,2,18,0,4019,22,w,3616.66,3616.66,2156.51,2156.51,1383.34,773.17,0,0,0,180.12,0,1,Individual,0,0,6473,3,1,1,1,7,2454,82,10,16,1032,42,12500,3,0,10,17,360,3519,38.3,0,0,79,74,4,4,0,5,1,2,7,15,8,8,4,17,18,15,18,0,0,0,11,90.5,0,0,0,15500,6473,5700,3000,N,N
76937,76937,14400,0.1308,485.75,RENT,77000,Source Verified,low_risk,n,28.35,0,0,13,0,30006,36,w,0,0,15132.26,15132.26,14400,732.26,0,0,0,13210.19,0,1,Individual,0,0,85390,1,3,1,1,5,55384,87,0,1,9726,80,39700,1,1,2,2,7763,7164,79.4,0,0,127,173,24,5,0,24,5,0,6,8,8,11,20,10,16,8,13,0,0,0,1,100,83.3,0,0,99253,85390,34700,59553,N,N
51311,51311,16000,0.1171,353.58,MORTGAGE,60000,Not Verified,low_risk,n,15.8,0,0,7,0,12765,10,w,14261.4,14261.4,3525.39,3525.39,1738.6,1786.79,0,0,0,353.58,0,1,Joint App,0,0,484764,1,1,0,1,21,23753,81,0,2,6949,52,40900,1,0,1,4,69252,28135,31.2,0,0,55,124,23,6,2,23,8,0,2,2,4,5,2,4,6,2,7,0,0,0,1,100,0,0,0,539704,36518,40900,29258,N,N
14353,14353,32350,0.0756,1007.18,RENT,73000,Source Verified,low_risk,n,14.53,0,0,4,0,8871,7,w,24145.33,24145.33,10044.63,10044.63,8204.67,1839.96,0,0,0,1007.18,0,1,Individual,0,0,29965,0,2,1,1,7,21094,79,0,0,8321,73,14200,0,0,1,1,7491,5329,62.5,0,0,29,117,45,7,0,45,11,0,2,2,2,4,2,2,5,2,4,0,0,0,1,100,50,0,0,40950,29965,14200,26750,N,N
3176,3176,10625,0.1524,254.11,MORTGAGE,140000,Source Verified,low_risk,n,8.66,0,0,6,1,80229,13,w,0,0,11090.11,11090.11,10625,465.11,0,0,0,10590.89,0,1,Individual,0,0,387966,1,1,2,3,9,1916,20,1,1,3739,41,85500,2,3,2,4,64661,2962,68.8,0,0,83,184,5,5,2,42,6,0,2,4,2,2,7,4,4,4,6,0,0,0,3,100,50,1,0,453022,82145,9500,9472,N,N
1732,1732,22800,0.1102,495.96,MORTGAGE,107000,Source Verified,low_risk,n,19.16,1,1,16,0,1612,45,f,14991.42,14991.42,9449.68,9449.68,7808.58,1641.1,0,0,0,495.96,0,1,Individual,0,0,485360,2,5,2,5,4,307979,62,2,2,381,48,21600,3,5,5,8,30335,6062,10.9,0,0,165,246,8,4,4,8,2,0,2,3,4,10,16,10,25,3,16,0,0,0,4,93.2,0,0,0,475532,309591,6800,275768,N,N
29754,29754,10525,0.0756,327.69,MORTGAGE,80000,Not Verified,low_risk,n,17.49,0,1,10,0,6167,39,w,7557.49,7557.49,3600.17,3600.17,2967.51,632.66,0,0,0,327.69,0,1,Individual,0,0,361900,1,2,2,4,4,34713,62,0,1,3529,50,25600,3,1,2,5,40211,19433,24.1,0,0,84,73,22,4,4,22,4,0,3,3,6,7,27,7,8,3,10,0,0,0,2,100,0,0,0,416560,40880,25600,55960,N,N
50821,50821,11500,0.1308,262.14,MORTGAGE,29500,Not Verified,low_risk,n,24.82,0,1,24,1,9765,46,w,9756.45,9756.45,3137.32,3137.32,1743.55,1393.77,0,0,0,262.14,0,1,Individual,0,0,100832,4,2,0,0,27,2255,30,5,13,4259,18,60800,1,0,5,13,4201,36852,18.8,0,0,28,257,4,4,2,5,1,0,5,7,14,20,2,21,42,7,24,0,0,0,5,100,0,1,0,161780,12020,45400,7625,N,N
40124,40124,10425,0.0881,330.6,MORTGAGE,65000,Source Verified,low_risk,n,31.26,4,0,17,0,7369,29,w,7525.42,7525.42,3626.4,3626.4,2899.58,726.82,0,0,0,330.6,0,1,Individual,0,0,378298,1,4,0,1,21,24499,35,2,4,1872,26,37700,0,0,3,5,22253,15493,28.9,0,0,149,277,2,2,3,18,0,1,6,9,7,8,8,12,18,9,17,0,0,1,2,86.2,28.6,0,0,489820,31868,21800,64190,N,N
46399,46399,12000,0.0819,377.09,RENT,220000,Not Verified,low_risk,n,12.81,1,1,12,1,8325,20,w,8639.26,8639.26,4137.07,4137.07,3360.74,776.33,0,0,0,0,0,1,Individual,0,0,35369,0,4,1,2,8,26809,42,0,0,6521,35,33200,2,0,1,4,2947,22658,25.5,0,0,164,330,39,8,0,39,1,0,3,4,5,5,9,6,9,4,12,0,0,0,3,95,0,1,0,100404,35369,30400,63184,N,N
33721,33721,5225,0.0646,160.05,MORTGAGE,40000,Source Verified,low_risk,n,12.88,0,0,15,0,2360,25,w,3741.09,3741.09,1755.86,1755.86,1483.91,271.95,0,0,0,160.05,0,1,Individual,0,0,3898,0,1,0,0,36,299,3,0,2,1238,4,57900,0,0,0,2,260,52940,4.3,0,0,36,287,14,14,1,14,14,0,4,4,10,16,1,12,22,4,15,0,0,0,0,100,0,0,0,80076,2937,55300,10000,N,N
10713,10713,6000,0.1033,194.54,RENT,75000,Not Verified,low_risk,n,6.9,0,1,11,0,12450,17,w,901.37,901.37,5299.96,5299.96,5098.63,201.33,0,0,0,0,0,1,Individual,0,0,20041,2,1,2,4,3,7591,95,1,1,4180,42,40100,3,0,1,5,1822,26612,31.8,0,0,44,151,12,3,0,12,3,0,5,6,9,10,6,10,11,6,11,0,0,0,3,100,22.2,0,0,48100,20041,39000,8000,N,N
43272,43272,6000,0.1774,216.14,MORTGAGE,100000,Not Verified,low_risk,n,10.09,3,1,20,0,7657,26,w,0,0,6073.92,6073.92,6000,73.92,0,0,0,6079.83,0,1,Individual,0,0,146330,1,13,1,1,4,47632,78,1,1,3847,68,20400,0,1,4,2,7317,10576,41.6,0,0,101,98,8,4,1,8,2,1,4,5,4,5,15,6,10,5,20,0,0,2,2,83.3,50,0,0,177109,55289,18100,60750,N,N
42963,42963,8000,0.0646,245.05,MORTGAGE,50000,Verified,low_risk,n,44.62,0,0,15,0,30106,30,w,5717.41,5717.41,2692.68,2692.68,2282.59,410.09,0,0,0,245.05,0,1,Joint App,0,0,244269,0,3,0,1,23,48900,56,0,2,5043,55,56000,2,0,1,3,16285,17530,60.6,0,0,147,130,14,14,5,14,12,0,9,11,9,11,12,11,13,11,15,0,0,0,0,100,44.4,0,0,321070,79006,44500,75670,N,N
40266,40266,12000,0.1774,432.27,MORTGAGE,100000,Not Verified,low_risk,n,7.18,2,0,17,0,10153,24,w,9929.56,9929.56,3866.78,3866.78,2070.44,1796.34,0,0,0,432.27,0,1,Individual,0,0,263707,1,5,1,3,10,14873,94,3,8,1979,60,26000,2,3,5,11,15512,13578,41.7,0,0,58,60,6,6,2,11,7,1,8,9,8,10,7,11,14,9,17,0,0,1,4,91.3,25,0,0,297122,25026,23300,15832,N,N
8505,8505,20000,0.0702,617.73,RENT,39999,Source Verified,low_risk,n,27.87,0,2,18,0,26221,37,w,14862.92,14862.92,6161.7,6161.7,5137.08,1024.62,0,0,0,617.73,0,1,Individual,0,0,39411,1,6,0,0,57,13190,60,1,3,8716,59,44500,0,0,2,3,2190,8459,74.3,0,0,202,110,3,3,0,56,3,0,7,10,8,14,14,12,23,10,18,0,0,0,1,100,50,0,0,66672,39411,32900,22172,N,N
5620,5620,15900,0.0646,487.03,MORTGAGE,108000,Verified,low_risk,n,27.67,0,1,18,0,35642,27,w,11077.59,11077.59,5564.59,5564.59,4822.41,742.18,0,0,0,487.03,0,1,Individual,0,294,322344,1,3,0,1,20,30318,39,1,5,8160,29,147500,0,5,1,6,17908,90168,25.9,0,0,164,245,2,2,3,24,6,0,7,10,9,10,7,14,17,10,18,0,0,0,1,100,0,0,0,519909,65960,121700,77909,N,N
33871,33871,18525,0.1862,675.5,MORTGAGE,102300,Source Verified,low_risk,n,26.01,0,2,18,0,24776,63,w,14032.27,14032.27,7382.59,7382.59,4492.73,2889.86,0,0,0,675.5,0,1,Joint App,0,0,112700,3,2,3,3,1,53063,99,4,5,944,73,53400,4,0,6,8,6629,5415,33.1,0,0,247,194,3,1,1,28,1,14,4,9,5,16,8,15,54,9,18,0,0,0,7,77.8,50,0,0,150903,77839,8100,53503,N,N
62693,62693,31900,0.0881,1011.6,MORTGAGE,200000,Source Verified,low_risk,n,11.25,0,0,10,0,13942,32,w,0,0,33759.73,33759.73,31900,1859.73,0,0,0,25705.96,0,1,Individual,0,0,75676,1,3,1,2,4,61734,60,0,0,6679,47,41800,1,1,2,2,7568,18805,36.9,0,0,198,150,30,4,1,30,4,0,2,4,4,9,14,7,17,4,10,0,0,0,1,96.9,25,0,0,122509,75676,29800,80709,N,N
44593,44593,17000,0.0881,351.33,MORTGAGE,58000,Not Verified,low_risk,n,32.8,0,1,13,0,10251,26,w,14481.89,14481.89,3856.31,3856.31,2518.11,1338.2,0,0,0,351.33,0,1,Individual,0,0,120828,1,3,3,3,9,33399,83,2,5,3404,76,17800,1,3,2,9,9294,2401,73,0,0,117,107,6,6,2,29,6,2,2,4,3,5,11,9,12,4,13,0,0,0,5,96,66.7,0,0,136377,43650,8900,40026,N,N
25043,25043,14000,0.2055,375.22,MORTGAGE,145000,Source Verified,low_risk,n,6.24,1,0,7,0,4601,22,w,0,0,15030.28,15030.28,14000,1030.28,0,0,0,13920.6,0,1,Individual,0,0,163579,0,1,1,5,9,15430,80,1,1,2789,71,9000,3,0,2,6,23368,1199,79.3,0,0,169,188,7,7,2,7,7,1,3,3,3,5,11,5,9,3,7,0,0,0,2,95,66.7,0,0,224120,20031,5800,19200,N,N
72822,72822,16000,0.0702,494.18,MORTGAGE,60000,Source Verified,low_risk,n,31.22,0,2,21,0,0,72,w,0,0,16037.44,16037.44,16000,37.44,0,0,0,16043.68,0,1,Individual,0,0,234584,4,3,2,5,3,67158,79,3,5,0,12,68200,3,8,6,11,11729,53600,0,0,0,111,123,1,1,6,1,1,0,0,0,10,19,23,17,43,0,21,0,0,0,6,100,0,0,0,332207,67158,53600,95357,N,N
25250,25250,16000,0.1612,390.11,RENT,82000,Not Verified,low_risk,n,24.79,0,0,9,0,23955,25,w,14547.79,14547.79,3721.66,3721.66,1452.21,2269.45,0,0,0,390.11,0,1,Individual,0,0,43537,1,4,2,4,5,19582,60,1,1,3226,74,26100,1,5,1,5,4837,763,86.8,0,0,147,187,11,5,0,11,8,1,3,5,3,5,17,5,7,5,9,0,0,0,3,92,66.7,0,0,58983,43537,5800,32883,N,N
44022,44022,9000,0.0881,186,RENT,38000,Not Verified,low_risk,n,13.91,0,1,14,0,9663,14,w,8458.72,8458.72,1239.26,1239.26,541.28,697.98,0,0,0,186,0,1,Individual,0,0,35076,2,9,0,0,29,25413,95,3,4,5311,84,15300,0,0,1,4,2505,2149,80.1,0,0,77,59,2,2,0,5,2,0,2,3,3,3,9,5,5,4,14,0,0,0,3,100,66.7,0,0,41926,35076,10800,26626,N,N
70261,70261,18000,0.2055,482.42,OWN,112000,Source Verified,low_risk,n,25.19,0,1,15,0,20114,29,w,15701.42,15701.42,5768.49,5768.49,2298.58,3469.91,0,0,0,482.42,0,1,Individual,0,0,316458,2,5,4,7,1,81127,87,0,3,6053,57,59700,6,1,3,11,21097,24386,45.2,0,0,149,165,17,1,3,17,5,0,5,5,6,6,16,9,10,5,15,0,0,0,5,93.1,0,0,0,363674,101241,44500,87374,N,N
41353,41353,10000,0.1102,327.49,MORTGAGE,55000,Source Verified,low_risk,n,24.59,0,1,7,0,82203,21,w,6917.45,6917.45,3987.76,3987.76,3082.55,905.21,0,0,0,330,0,1,Individual,0,0,179991,0,1,1,1,8,27622,93,0,2,9884,75,90700,1,5,3,3,25713,4290,70.4,0,0,93,87,19,8,1,37,2,0,2,3,2,7,5,5,15,3,7,0,0,0,1,100,50,0,0,250945,109825,14500,29614,N,N
4398,4398,10000,0.2055,374.45,RENT,60000,Not Verified,low_risk,n,19.74,0,0,11,0,8976,20,w,7804.04,7804.04,3721.67,3721.67,2195.96,1525.71,0,0,0,374.45,0,1,Individual,0,0,29457,1,3,0,2,13,19155,70,1,1,4587,48,29400,2,0,6,3,2946,20424,30.5,0,0,107,168,2,2,0,2,1,0,4,4,7,10,9,7,10,4,11,0,0,0,1,94.7,0,0,0,61163,29457,29400,27422,N,N
1185,1185,17000,0.143,398.21,MORTGAGE,175000,Source Verified,low_risk,n,7.58,2,2,13,0,9790,35,w,14935.42,14935.42,3955.09,3955.09,2064.58,1890.51,0,0,0,398.21,0,1,Individual,0,0,432315,6,3,2,4,1,78343,100,3,3,4005,57,41100,2,7,4,9,36026,21276,23.2,0,0,161,139,1,1,8,1,1,0,3,5,5,7,14,8,13,5,13,0,0,0,7,88.2,0,0,0,461841,88133,27700,73281,N,N
66712,66712,1750,0.1774,63.04,RENT,32400,Not Verified,low_risk,n,21.37,0,1,15,0,5608,18,w,1265.86,1265.86,754.76,754.76,484.14,270.62,0,0,0,63.04,0,1,Individual,0,470,13028,1,1,1,1,6,7420,95,1,3,1433,48,19200,1,0,1,4,869,4758,42,0,0,6,146,10,6,0,17,6,0,5,14,5,6,1,14,17,14,15,0,0,0,2,100,40,0,0,27000,13028,8200,7800,N,N
33681,33681,5300,0.288,221.53,RENT,53000,Not Verified,low_risk,n,5.28,0,0,8,0,3386,30,w,0,0,5372.08,5372.08,5300,72.08,0,0,0,5393.28,1,1,Individual,0,0,7344,2,1,2,5,3,3958,99,0,2,1827,34,17900,2,5,0,7,918,5445,35.2,0,0,85,130,18,3,2,18,15,1,2,3,4,7,14,7,13,3,8,0,0,0,2,96.7,25,0,0,21900,7344,8400,4000,N,N
38657,38657,14875,0.2055,398.67,RENT,130000,Not Verified,low_risk,n,17.35,0,0,12,0,29697,22,w,13148.93,13148.93,4368.39,4368.39,1726.07,2642.32,0,0,0,398.67,0,1,Individual,0,0,62266,0,4,1,3,7,32569,65,0,0,11623,62,49900,2,1,1,3,5189,15003,66.4,0,0,215,185,60,7,0,60,7,0,5,5,7,7,14,8,8,5,12,0,0,0,1,100,42.9,0,0,100099,62266,44700,50199,N,N
30686,30686,8000,0.1524,278.27,OWN,50000,Not Verified,low_risk,n,13.03,0,0,9,0,8509,9,w,6835.97,6835.97,2219.39,2219.39,1164.03,1055.36,0,0,0,278.27,0,1,Individual,0,0,14574,1,1,0,0,38,6065,58,1,2,1418,70,10300,2,1,1,2,1619,1092,72.7,0,0,38,39,5,5,0,5,11,0,4,7,4,4,1,8,8,7,9,0,0,0,1,100,50,0,0,20769,14574,4000,10469,N,N
56134,56134,5000,0.2055,187.23,MORTGAGE,88000,Source Verified,low_risk,n,17.1,0,1,14,1,13095,21,w,4085.8,4085.8,1866.59,1866.59,914.2,952.39,0,0,0,187.23,0,1,Individual,0,705,476534,2,2,1,2,5,26364,84,1,5,2488,54,42100,4,1,4,8,36656,25106,13.1,0,0,49,260,4,4,1,4,5,0,4,8,6,7,6,11,14,8,14,0,0,0,2,100,0,1,0,520358,39459,28900,31500,N,N
803,803,25350,0.2055,949.22,RENT,144000,Not Verified,low_risk,n,25.66,0,2,17,0,51750,35,w,20383.51,20383.51,8514.04,8514.04,4966.49,3547.55,0,0,0,0,0,1,Individual,0,0,104642,1,5,2,2,2,52892,69,0,0,12657,80,54500,0,11,2,2,6540,2521,95.2,0,0,125,192,52,2,0,54,2,0,10,11,10,10,19,11,15,11,17,0,0,0,2,100,90,0,0,130900,104642,52500,76400,N,N
49475,49475,23000,0.0756,716.08,MORTGAGE,72999,Source Verified,low_risk,n,23.95,0,1,6,0,2810,9,w,15903.28,15903.28,8583.3,8583.3,7096.72,1486.58,0,0,0,716.08,0,1,Individual,0,0,259881,1,2,1,2,2,32097,76,0,0,2700,53,23500,0,0,3,2,43314,20690,12,0,0,17,85,26,2,1,26,1,0,2,2,3,3,2,3,6,2,6,0,0,0,1,100,0,0,0,300185,34907,23500,42035,N,N
55329,55329,6000,0.143,205.95,OWN,26400,Not Verified,low_risk,n,15.09,2,0,6,0,5806,15,f,4257.53,4257.53,2466.63,2466.63,1742.47,724.16,0,0,0,205.95,0,1,Individual,0,0,8489,0,1,1,1,12,2683,77,0,1,2469,76,7700,1,0,1,2,1415,105,97.9,0,0,176,203,14,12,0,104,12,0,2,4,2,2,7,5,8,4,6,0,0,0,1,73.3,100,0,0,11200,8489,5000,3500,N,N
42705,42705,25000,0.0881,792.79,RENT,70000,Not Verified,low_risk,n,20.18,2,0,19,0,6699,23,w,18046.76,18046.76,8708.45,8708.45,6953.24,1755.21,0,0,0,792.79,0,1,Joint App,0,0,71356,0,14,0,1,21,64657,85,0,1,4116,64,35100,0,1,0,2,3964,17401,27.8,0,0,101,91,20,20,0,20,21,1,2,2,4,4,17,5,6,2,19,0,0,1,0,87,0,0,0,111399,71356,24100,76299,N,N
25181,25181,3000,0.1774,108.07,RENT,35000,Not Verified,low_risk,n,24.83,0,0,9,0,2580,14,w,2464.94,2464.94,966.72,966.72,535.06,431.66,0,0,0,216.14,0,1,Individual,0,1124,26600,2,2,1,2,3,24020,93,4,6,472,82,6900,1,0,3,8,2956,4293,29.6,0,0,97,112,3,3,0,8,7,1,5,6,6,8,5,7,9,6,9,0,0,0,5,92.9,66.7,0,0,32616,26600,6100,25716,N,N
66258,66258,20000,0.1774,505.05,MORTGAGE,56000,Not Verified,low_risk,n,19.7,0,0,10,0,8868,22,w,0,0,22485.12,22485.12,20000,2485.12,0,0,0,18969.48,0,1,Joint App,0,0,52321,0,5,0,2,15,43453,90,0,1,4152,77,19800,4,1,0,3,5232,4448,48.3,0,0,154,161,19,15,1,19,14,1,1,3,1,2,14,5,7,3,10,0,0,0,0,77.3,0,0,0,68018,52321,8600,48218,N,N
7861,7861,19600,0.0756,610.23,RENT,60000,Source Verified,low_risk,n,16.98,0,1,7,0,36,16,w,15924.42,15924.42,4873.61,4873.61,3675.58,1198.03,0,0,0,610.23,0,1,Individual,0,0,23940,3,2,2,2,2,23904,96,2,2,0,55,18800,0,2,1,4,3420,17800,0,0,0,74,80,6,2,0,6,1,0,0,1,4,7,4,5,12,1,7,0,0,0,4,100,0,0,0,43800,23940,17800,25000,N,N
32838,32838,40000,0.0702,1235.45,MORTGAGE,109000,Source Verified,low_risk,n,16.86,0,0,6,0,195697,18,w,28656.11,28656.11,13574.35,13574.35,11343.89,2230.46,0,0,0,1235.45,0,1,Individual,0,0,218771,0,2,1,2,10,23074,83,0,0,4513,77,221100,0,9,1,2,36462,3938,64.5,0,0,119,149,37,10,4,64,4,0,2,4,2,2,8,4,5,4,6,0,0,0,1,100,50,0,0,248795,218771,11100,27695,N,N
19132,19132,8400,0.0756,261.53,MORTGAGE,48000,Not Verified,low_risk,n,31.35,0,0,14,0,2075,43,w,6253.75,6253.75,2611.77,2611.77,2146.25,465.52,0,0,0,261.53,0,1,Individual,0,0,112912,0,7,1,1,7,110837,85,0,1,959,54,35800,0,1,1,2,8065,26985,6.9,0,0,159,113,19,7,0,19,7,0,3,4,4,6,31,7,12,4,14,0,0,0,1,92.5,0,0,0,153666,112912,29000,117866,N,N
21357,21357,32375,0.1308,737.96,RENT,125000,Not Verified,low_risk,n,11.93,0,2,15,0,32549,37,w,27900.64,27900.64,8070.51,8070.51,4474.36,3596.15,0,0,0,737.96,0,1,Individual,0,0,50760,0,1,0,1,20,18211,52,2,6,13365,30,133700,1,2,2,7,3384,101151,24.3,0,0,112,137,7,7,0,7,3,0,10,10,14,23,9,14,28,10,15,0,0,0,2,97.3,7.1,0,0,168700,50760,133700,35000,N,N
70667,70667,6000,0.1774,216.14,MORTGAGE,58000,Verified,low_risk,n,15.08,0,0,4,0,2906,6,f,4345.2,4345.2,2587.77,2587.77,1654.8,932.97,0,0,0,216.14,0,1,Individual,0,0,24456,0,1,0,1,14,21550,85,1,2,1703,83,4200,1,0,1,3,6114,697,71,0,0,144,31,10,10,0,17,5,0,1,2,2,2,3,3,3,2,4,0,0,0,1,100,50,0,0,29602,24456,2400,25402,N,N
55055,55055,4800,0.2305,185.94,RENT,66000,Not Verified,low_risk,n,37.38,0,0,17,0,7595,25,w,3698.8,3698.8,2039.19,2039.19,1101.2,937.99,0,0,0,185.94,0,1,Joint App,0,6827,47052,2,4,1,2,9,39457,73,3,6,1476,71,12400,0,1,1,8,2768,990,73.2,0,0,80,110,2,2,0,2,10,1,3,11,3,3,8,13,17,11,17,0,0,0,4,96,33.3,0,0,66763,47052,3700,54363,N,N
58342,58342,15000,0.1102,491.23,MORTGAGE,120000,Not Verified,low_risk,n,39.78,0,0,16,0,68205,33,w,10537.3,10537.3,5885.58,5885.58,4462.7,1422.88,0,0,0,491.23,0,1,Individual,0,0,329638,0,4,0,1,21,30330,33,1,1,14643,65,73600,1,0,2,2,20602,5395,92.7,0,0,269,213,10,10,4,10,10,0,11,11,11,12,13,11,16,11,16,0,0,0,1,100,90.9,0,0,422326,98535,73600,101372,N,N
4859,4859,2400,0.0646,73.52,RENT,50000,Verified,low_risk,n,29,0,0,18,1,4717,24,w,1779.11,1779.11,734.34,734.34,620.89,113.45,0,0,0,73.52,0,1,Individual,0,0,78881,0,11,2,3,9,74164,81,0,0,855,58,44400,1,4,2,4,4382,24547,5.6,0,0,73,68,29,9,1,47,9,0,3,5,3,3,15,7,8,5,18,0,0,0,2,100,0,1,0,136423,78881,26000,92023,N,N
46638,46638,29000,0.1171,640.85,MORTGAGE,147500,Not Verified,low_risk,n,7.66,0,1,15,0,29381,21,w,24864.42,24864.42,7011.62,7011.62,4135.58,2876.04,0,0,0,0,0,1,Individual,0,1386,557933,1,5,0,0,47,15166,87,3,4,8096,53,66900,0,1,3,6,37196,29145,46.9,0,0,128,156,4,4,4,4,3,0,7,8,8,8,8,9,9,8,15,0,0,0,3,90.5,25,0,0,605385,44547,54900,17525,N,N
54831,54831,17550,0.1102,381.76,MORTGAGE,140000,Not Verified,low_risk,n,16.17,0,1,14,1,2206,29,w,14693.72,14693.72,4559.63,4559.63,2856.28,1703.35,0,0,0,381.76,0,1,Individual,0,481,226323,1,5,3,4,6,102309,80,1,1,1036,66,18700,3,13,10,6,16166,3654,22.3,0,0,89,124,11,6,2,67,6,0,2,4,3,3,16,8,11,4,14,0,0,0,4,96.6,0,1,0,264174,104515,4700,121474,N,N
10779,10779,15000,0.0819,305.52,MORTGAGE,85000,Not Verified,low_risk,n,6.73,0,0,9,0,4388,22,w,12930.41,12930.41,3048.38,3048.38,2069.59,978.79,0,0,0,305.52,0,1,Individual,0,0,325279,0,1,0,1,18,18434,80,2,3,4366,32,47400,0,2,0,5,40660,33712,11.5,0,0,116,209,7,7,5,20,20,0,2,2,2,4,7,7,10,2,9,0,0,0,2,100,0,0,0,380581,22822,38100,23181,N,N
43212,43212,30000,0.1862,771.96,MORTGAGE,285000,Source Verified,low_risk,n,19.58,0,1,25,0,36895,37,w,26626.34,26626.34,8460.53,8460.53,3373.66,5086.87,0,0,0,771.96,0,1,Individual,0,0,892542,2,5,3,3,5,86530,67,0,0,6070,56,79700,1,4,3,3,35702,20697,53.4,0,0,162,233,42,5,4,42,3,0,8,15,9,10,8,18,25,15,25,0,0,0,3,100,44.4,0,0,1099747,123425,44400,147054,N,N
